client_property_name,standard_property_name,possible_table_name,parent_table_name,,node_name,node_category,node_subpart_type,asset_class,reasoning,used_tool,,,,,,,,Document Name
Heating Coil Fin material and type,heating_coil_fin_material_and_type,"DESIGN, MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Heating Coil Fin thickness,heating_coil_fin_thickness,"DESIGN, MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Heating Coil Heating fluid,heating_coil_heating_fluid,"DESIGN, MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Heating Coil Heating fluid flow rate,heating_coil_heating_fluid_flow_rate,"DESIGN, MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Heating Coil Inlet/Outlet nozzle,heating_coil_inlet_outlet_nozzle,"DESIGN, MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Heating Coil No. of tubes,heating_coil_number_of_tubes,"DESIGN, MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Heating Coil Pressure drop (All),heating_coil_pressure_drop_all,"DESIGN, MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Heating Coil Pressure drop (Calc),heating_coil_pressure_drop_calculated,"DESIGN, MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Heating Coil Temperature (In),heating_coil_temperature_inlet,"DESIGN, MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Heating Coil Temperature (Out),heating_coil_temperature_outlet,"DESIGN, MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Heating Coil Tube material,heating_coil_tube_material,"DESIGN, MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Heating Coil Tube outside diameter,heating_coil_tube_outside_diameter,"DESIGN, MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
"Ladders, walkways, platforms",ladders_walkways_platforms,"DESIGN, MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Louver Action control,louver_action_control,"DESIGN, MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Louver Action type,louver_action_type,"DESIGN, MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Louver Material,louver_material,"DESIGN, MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Min. design metal temp.,minimum_design_metal_temperature,"DESIGN, MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Pipe rack beams Support Beams,pipe_rack_beams_support_beams,"DESIGN, MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Structure surface prep.,structure_surface_preparation,"DESIGN, MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Test pressure,test_pressure,"DESIGN, MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Tube bundle Bundles in parallel,tube_bundle_bundles_in_parallel,"DESIGN, MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Tube bundle Bundles in series,tube_bundle_bundles_in_series,"DESIGN, MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9405_2.pdf"
Tube bundle No./Bay,tube_bundle_number_per_bay,"DESIGN, MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Tube bundle Number of tube rows,tube_bundle_number_of_tube_rows,"DESIGN, MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Tube bundle Size (W x L),tube_bundle_size_width_by_length,"DESIGN, MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
"Fin: ASME Code, Sec. VIII, Div. 1",fin_asme_code_section_viii_division_1,"DESIGN, MATERIAL, AND CONSTRUCTION (CONTINUED)",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Fin: Customer Specifications,fin_customer_specifications,"DESIGN, MATERIAL, AND CONSTRUCTION (CONTINUED)",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Fin: Fin density,fin_density,"DESIGN, MATERIAL, AND CONSTRUCTION (CONTINUED)",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Fin: Material,fin_material,"DESIGN, MATERIAL, AND CONSTRUCTION (CONTINUED)",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Fin: Outside diameter,fin_outside_diameter,"DESIGN, MATERIAL, AND CONSTRUCTION (CONTINUED)",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Fin: Selection temp.,fin_selection_temperature,"DESIGN, MATERIAL, AND CONSTRUCTION (CONTINUED)",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Fin: Thickness,fin_thickness,"DESIGN, MATERIAL, AND CONSTRUCTION (CONTINUED)",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Fin: Type,fin_type,"DESIGN, MATERIAL, AND CONSTRUCTION (CONTINUED)",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Header (continued): Gasket material,header_gasket_material,"DESIGN, MATERIAL, AND CONSTRUCTION (CONTINUED)",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Header (continued): Plug material,header_plug_material,"DESIGN, MATERIAL, AND CONSTRUCTION (CONTINUED)",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Header (continued): Slope,header_slope,"DESIGN, MATERIAL, AND CONSTRUCTION (CONTINUED)",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Layout,layout,"DESIGN, MATERIAL, AND CONSTRUCTION (CONTINUED)",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Length,length,"DESIGN, MATERIAL, AND CONSTRUCTION (CONTINUED)",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
No./Bundle,number_per_bundle,"DESIGN, MATERIAL, AND CONSTRUCTION (CONTINUED)",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Nozzle: Chemical Cleaning,nozzle_chemical_cleaning,"DESIGN, MATERIAL, AND CONSTRUCTION (CONTINUED)",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Nozzle: Drain No.,nozzle_drain_number,"DESIGN, MATERIAL, AND CONSTRUCTION (CONTINUED)",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Nozzle: Drain Rating/Facing,nozzle_drain_rating_facing,"DESIGN, MATERIAL, AND CONSTRUCTION (CONTINUED)",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Nozzle: Drain Size,nozzle_drain_size,"DESIGN, MATERIAL, AND CONSTRUCTION (CONTINUED)",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Nozzle: Inlet No.,nozzle_inlet_number,"DESIGN, MATERIAL, AND CONSTRUCTION (CONTINUED)",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Nozzle: Inlet Rating/Facing,nozzle_inlet_rating_facing,"DESIGN, MATERIAL, AND CONSTRUCTION (CONTINUED)",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Nozzle: Inlet Size,nozzle_inlet_size,"DESIGN, MATERIAL, AND CONSTRUCTION (CONTINUED)",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Nozzle: Min. Wall Thk.,nozzle_minimum_wall_thickness,"DESIGN, MATERIAL, AND CONSTRUCTION (CONTINUED)",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Nozzle: Outlet No.,nozzle_outlet_number,"DESIGN, MATERIAL, AND CONSTRUCTION (CONTINUED)",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Nozzle: Outlet Rating/Facing,nozzle_outlet_rating_facing,"DESIGN, MATERIAL, AND CONSTRUCTION (CONTINUED)",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Nozzle: Outlet Size,nozzle_outlet_size,"DESIGN, MATERIAL, AND CONSTRUCTION (CONTINUED)",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Nozzle: Vent No.,nozzle_vent_number,"DESIGN, MATERIAL, AND CONSTRUCTION (CONTINUED)",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Nozzle: Vent Rating/Facing,nozzle_vent_rating_facing,"DESIGN, MATERIAL, AND CONSTRUCTION (CONTINUED)",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Nozzle: Vent Size,nozzle_vent_size,"DESIGN, MATERIAL, AND CONSTRUCTION (CONTINUED)",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Pitch,pitch,"DESIGN, MATERIAL, AND CONSTRUCTION (CONTINUED)",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Tube: Average wall thickness,tube_average_wall_thickness,"DESIGN, MATERIAL, AND CONSTRUCTION (CONTINUED)",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Tube: Material,tube_material,"DESIGN, MATERIAL, AND CONSTRUCTION (CONTINUED)",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Tube: Tube outside diameter,tube_outside_diameter,"DESIGN, MATERIAL, AND CONSTRUCTION (CONTINUED)",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9405_2.pdf
Customer Specifications,customer_specifications,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9612_0.pdf
Design pressure,design_pressure,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9612_0.pdf"
Design temperature,design_temperature,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9612_0.pdf"
"Fin ASME Code, Sec. VIII, Div. 1",fin_asme_code_section_viii_division_1,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9612_0.pdf
Fin Fin density,fin_fin_density,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9612_0.pdf
Fin Material,fin_material,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9612_0.pdf
Fin Outside diameter,fin_outside_diameter,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9612_0.pdf
Fin Selection temp.,fin_selection_temperature,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9612_0.pdf
Fin Thickness,fin_thickness,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9612_0.pdf
Fin Type,fin_type,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9612_0.pdf
Header Gasket material,header_gasket_material,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9612_0.pdf
Header Plug material,header_plug_material,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9612_0.pdf
Header Slope,header_slope,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9612_0.pdf
Header: Corrosion Allowance,header_corrosion_allowance,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9612_0.pdf"
Header: Material,header_material,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9612_0.pdf"
Header: No. of passes,header_number_of_passes,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9612_0.pdf"
Header: Type,header_type,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9612_0.pdf"
Heating Coil,heating_coil,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
"Heating Coil: ASME Code, Sec. VIII, Div. 1",heating_coil_asme_code_section_viii_division_1,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9612_0.pdf"
Heating Coil: Design pressure,heating_coil_design_pressure,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9612_0.pdf"
Heating Coil: Design temperature,heating_coil_design_temperature,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9612_0.pdf"
Heating Coil: Fin material and type,heating_coil_fin_material_and_type,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9612_0.pdf"
Heating Coil: Fin thickness,heating_coil_fin_thickness,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9612_0.pdf"
Heating Coil: Heating fluid,heating_coil_heating_fluid,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9612_0.pdf"
Heating Coil: Heating fluid flow rate,heating_coil_heating_fluid_flow_rate,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9612_0.pdf"
Heating Coil: Inlet nozzle,heating_coil_inlet_nozzle,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9612_0.pdf"
Heating Coil: Inlet pressure,heating_coil_inlet_pressure,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9612_0.pdf"
Heating Coil: No. of tubes,heating_coil_number_of_tubes,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9612_0.pdf"
Heating Coil: Outlet nozzle,heating_coil_outlet_nozzle,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9612_0.pdf"
Heating Coil: Pressure drop (All),heating_coil_pressure_drop_all,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9612_0.pdf"
Heating Coil: Pressure drop (Calc),heating_coil_pressure_drop_calculated,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9612_0.pdf"
Heating Coil: Temperature (In),heating_coil_temperature_inlet,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9612_0.pdf"
Heating Coil: Temperature (Out),heating_coil_temperature_outlet,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9612_0.pdf"
Heating Coil: Tube material,heating_coil_tube_material,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9612_0.pdf"
Heating Coil: Tube outside diameter,heating_coil_tube_outside_diameter,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9612_0.pdf"
Louver: Action control,louver_action_control,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9612_0.pdf"
Louver: Action type,louver_action_type,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9612_0.pdf"
Louver: Material,louver_material,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9612_0.pdf"
Min. design metal temp.,minimum_design_metal_temperature,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9612_0.pdf"
Test pressure,test_pressure,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9612_0.pdf"
Tube Average wall thickness,tube_average_wall_thickness,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9612_0.pdf
Tube bundle,tube_bundle,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9612_0.pdf
Tube bundle Size: (WxL),tube_bundle_size_width_by_length,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9612_0.pdf
Tube bundle: Bundles in parallel,tube_bundle_bundles_in_parallel,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9612_0.pdf"
Tube bundle: Bundles in series,tube_bundle_bundles_in_series,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9612_0.pdf"
Tube bundle: Header surface prep.,tube_bundle_header_surface_preparation,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9612_0.pdf"
"Tube bundle: Ladders, walkways, platforms",tube_bundle_ladders_walkways_platforms,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9612_0.pdf"
Tube bundle: No./Bay,tube_bundle_number_per_bay,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9612_0.pdf"
Tube bundle: Number of tube rows,tube_bundle_number_of_tube_rows,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9612_0.pdf"
Tube bundle: Pipe rack beams,tube_bundle_pipe_rack_beams,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9612_0.pdf"
Tube bundle: Size (W×L),tube_bundle_size_width_length,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Tube bundle: Structure mounting,tube_bundle_structure_mounting,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9612_0.pdf"
Tube bundle: Structure surface prep.,tube_bundle_structure_surface_preparation,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9360_1.pdf, BCEP-CE-SE-L000E9612_0.pdf"
Tube Layout,tube_layout,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9612_0.pdf
Tube Length,tube_length,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9612_0.pdf
Tube Material,tube_material,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9612_0.pdf
